#html:true
#separator:tab
#guid column:1
#tags column:2
adj_glesbefolkad	adj	<span class="en">glesbefolkad</span> / <span class="ett">glesbefolkat</span> .: glesbefolkade	sparsely populated
adj_glutenfri	adj	<span class="en">glutenfri</span> / <span class="ett">glutenfritt</span> .: glutenfria	gluten-free
adj_god	adj	<span class="en">god</span> / <span class="ett">gott</span> .: goda	tasty
adj_graa	adj	<span class="en">grå</span> / <span class="ett">grått</span> .: gråa	gray
adj_groen	adj	<span class="en">grön</span> / <span class="ett">grönt</span> .: gröna	green (adj)
adj_gul	adj	<span class="en">gul</span> / <span class="ett">gult</span> .: gula	yellow
adj_gullig	adj	<span class="en">gullig</span> / <span class="ett">gulligt</span> .: gulliga	cute
adj_haard	adj	<span class="en">hård</span> / <span class="ett">hårt</span> .: hårda	hard
adj_hackad	adj	<span class="en">hackad</span> / <span class="ett">hackat</span> .: hackade	hacked
adj_haerlig	adj	<span class="en">härlig</span> / <span class="ett">härligt</span> .: härliga	lovely
adj_halv	adj	<span class="en">halv</span> / <span class="ett">halvt</span> .: halva	half (adj)
adj_halvstaengd	adj	<span class="en">halvstängd</span> / <span class="ett">halvstängt</span> .: halvstängda	half-closed
adj_hemsk	adj	<span class="en">hemsk</span> / <span class="ett">hemskt</span> .: hemska	horrible
adj_historisk	adj	<span class="en">historisk</span> / <span class="ett">historiskt</span> .: historiska	historical
adj_hjaelpsam	adj	<span class="en">hjälpsam</span> / <span class="ett">hjälpsamt</span> .: hjälpsamma	helpful
adj_hjaertlig	adj	<span class="en">hjärtlig</span> / <span class="ett">hjärtligt</span> .: hjärtliga	heartfelt
adj_hoegra	adj	högra	right (adj)
adj_hoegutbildad	adj	<span class="en">högutbildad</span> / <span class="ett">högutbildat</span> .: högutbildade	highly educated
adj_huslig	adj	<span class="en">huslig</span> / <span class="ett">husligt</span> .: husliga	domestic; homey
adj_indisk	adj	<span class="en">indisk</span> / <span class="ett">indiskt</span> .: indiska	Indian
adj_informell	adj	<span class="en">informell</span> / <span class="ett">informellt</span> .: informella	informal
adj_inre	adj	inre	inner (adj)
adj_instaelld	adj	<span class="en">inställd</span> / <span class="ett">inställt</span> .: inställda	canceled
adj_internationell	adj	<span class="en">internationell</span> / <span class="ett">internationellt</span> .: internationella	international
adj_intressant	adj	<span class="en">intressant</span> / <span class="ett">intressant</span> .: intressanta	interesting
adj_intresserad	adj	<span class="en">intresserad</span> / <span class="ett">intresserat</span> .: intresserade	interested (in)
adj_intresserad_av	adj	<span class="en">intresserad av</span> / <span class="ett">intresserat</span> .: intresserade	interested in
adj_ironisk	adj	<span class="en">ironisk</span> / <span class="ett">ironiskt</span> .: ironiska	ironic
adj_jaetteduktig	adj	<span class="en">jätteduktig</span> / <span class="ett">jätteduktigt</span> .: jätteduktiga	very good / very skilled
adj_jaettekonstig	adj	<span class="en">jättekonstig</span> / <span class="ett">jättekonstigt</span> .: jättekonstiga	really strange
adj_jaettetrevlig	adj	<span class="en">jättetrevlig</span> / <span class="ett">jättetrevligt</span> .: jättetrevliga	really nice
adj_kaend	adj	<span class="en">känd</span> / <span class="ett">känt</span> .: kända	famous
adj_kaer	adj	<span class="en">kär</span> / <span class="ett">kärt</span> .: kära	in love
adj_kaerleksfull	adj	<span class="en">kärleksfull</span> / <span class="ett">kärleksfullt</span> .: kärleksfulla	loving
adj_kall	adj	<span class="en">kall</span> / <span class="ett">kallt</span> .: kalla	cold
adj_klassisk	adj	<span class="en">klassisk</span> / <span class="ett">klassiskt</span> .: klassiska	classic
adj_klok	adj	<span class="en">klok</span> / <span class="ett">klokt</span> .: kloka	wise
adj_kommunal	adj	<span class="en">kommunal</span> / <span class="ett">kommunalt</span> .: kommunala	municipal
adj_korrekt	adj	<span class="en">korrekt</span> / <span class="ett">korrekt</span> .: korrekta	correct
adj_kort	adj	<span class="en">kort</span> / <span class="ett">kort</span> .: korta	short (adj)
adj_kul	adj	kul	fun / nice (adj)
adj_laang	adj	<span class="en">lång</span> / <span class="ett">långt</span> .: långa	long
adj_laeskig	adj	<span class="en">läskig</span> / <span class="ett">läskigt</span> .: läskiga	scary
adj_laett	adj	<span class="en">lätt</span> / <span class="ett">lätt</span> .: lätta	easy / lightweight
adj_liten	adj	<span class="en">liten</span> / <span class="ett">litet</span> .: små	small
adj_ljus	adj	<span class="en">ljus</span> / <span class="ett">ljust</span> .: ljusa	light / bright
adj_lojal	adj	<span class="en">lojal</span> / <span class="ett">lojalt</span> .: lojala	loyal
adj_lugn	adj	<span class="en">lugn</span> / <span class="ett">lugnt</span> .: lugna	calm (adj)
adj_mjuk	adj	<span class="en">mjuk</span> / <span class="ett">mjukt</span> .: mjuka	soft
adj_modern	adj	<span class="en">modern</span> / <span class="ett">modernt</span> .: moderna	modern
adj_modig	adj	<span class="en">modig</span> / <span class="ett">modigt</span> .: modiga	brave
adj_moenstrad	adj	<span class="en">mönstrad</span> / <span class="ett">mönstrat</span> .: mönstrade	patterned
adj_moerk	adj	<span class="en">mörk</span> / <span class="ett">mörkt</span> .: mörka	dark
adj_motsatt	adj	<span class="en">motsatt</span> / <span class="ett">motsatt</span> .: motsatta	opposite (adj)
adj_mysig	adj	<span class="en">mysig</span> / <span class="ett">mysigt</span> .: mysiga	cozy
adj_naagon	adj	<span class="en">någon</span> / <span class="ett">något</span> .: några	any / someone
adj_naesta	adj	nästa	next (adj)
adj_nationell	adj	<span class="en">nationell</span> / <span class="ett">nationellt</span> .: nationella	national
adj_nedre	adj	nedre	lower (adj)
adj_negativ	adj	<span class="en">negativ</span> / <span class="ett">negativt</span> .: negativa	negative
adj_neongroen	adj	<span class="en">neongrön</span> / <span class="ett">neongrönt</span> .: neongröna	neon green
adj_nervoes	adj	<span class="en">nervös</span> / <span class="ett">nervöst</span> .: nervösa	nervous
adj_noedvaendig	adj	<span class="en">nödvändig</span> / <span class="ett">nödvändigt</span> .: nödvändiga	necessary
adj_nordisk	adj	<span class="en">nordisk</span> / <span class="ett">nordiskt</span> .: nordiska	Nordic
adj_nordlig	adj	<span class="en">nordlig</span> / <span class="ett">nordligt</span> .: nordliga	northerly
adj_normal	adj	<span class="en">normal</span> / <span class="ett">normalt</span> .: normala	normal
adj_norra	adj	norra	northern (part)
adj_ny	adj	<span class="en">ny</span> / <span class="ett">nytt</span> .: nya	new
adj_nyfiken	adj	<span class="en">nyfiken</span> / <span class="ett">nyfiket</span> .: nyfikna	curious
adj_obestaemd	adj	<span class="en">obestämd</span> / <span class="ett">obestämt</span> .: obestämda	indefinite
adj_obetonad	adj	<span class="en">obetonad</span> / <span class="ett">obetonat</span> .: obetonade	unstressed
adj_oeppen	adj	<span class="en">öppen</span> / <span class="ett">öppet</span> .: öppna	open
adj_oestlig	adj	<span class="en">östlig</span> / <span class="ett">östligt</span> .: östliga	easterly
adj_oestra	adj	östra	eastern (part)
adj_oevertygad	adj	<span class="en">övertygad</span> / <span class="ett">övertygat</span> .: övertygade	convinced
adj_oevre	adj	övre	upper (adj)
adj_officiell	adj	<span class="en">officiell</span> / <span class="ett">officiellt</span> .: officiella	official
adj_ogift	adj	<span class="en">ogift</span> / <span class="ett">ogift</span> .: ogifta	unmarried
adj_ointressant	adj	<span class="en">ointressant</span> / <span class="ett">ointressant</span> .: ointressanta	uninteresting
adj_olik	adj	<span class="en">olik</span> / <span class="ett">olikt</span> .: olika	different
adj_omgift	adj	<span class="en">omgift</span> / <span class="ett">omgift</span> .: omgifta	remarried
adj_omodern	adj	<span class="en">omodern</span> / <span class="ett">omodernt</span> .: omoderna	outdated / old-fashioned
adj_orange	adj	orange	orange (adj)
adj_otrolig	adj	<span class="en">otrolig</span> / <span class="ett">otroligt</span> .: otroliga	incredible
adj_ovanlig	adj	<span class="en">ovanlig</span> / <span class="ett">ovanligt</span> .: ovanliga	unusual
adj_paaslagen	adj	<span class="en">påslagen</span> / <span class="ett">påslaget</span> .: påslagna	on (switched on)
adj_perfekt	adj	perfekt .: perfekta	perfect
adj_pirrig	adj	<span class="en">pirrig</span> / <span class="ett">pirrigt</span> .: pirriga	excited; fluttery
adj_platt	adj	<span class="en">platt</span> / <span class="ett">platt</span> .: platta	flat
adj_populaer	adj	<span class="en">populär</span> / <span class="ett">populärt</span> .: populära	popular
adj_positiv	adj	<span class="en">positiv</span> / <span class="ett">positivt</span> .: positiva	positive
adj_praktisk	adj	<span class="en">praktisk</span> / <span class="ett">praktiskt</span> .: praktiska	practical
adj_prickig	adj	<span class="en">prickig</span> / <span class="ett">prickigt</span> .: prickiga	spotted / polka-dot
adj_privat	adj	<span class="en">privat</span> / <span class="ett">privat</span> .: privata	private
adj_psykisk	adj	<span class="en">psykisk</span> / <span class="ett">psykiskt</span> .: psykiska	psychological
adj_pytteliten	adj	<span class="en">pytteliten</span> / <span class="ett">pyttelitet</span> .: pyttesmå	tiny
adj_raedd	adj	rädd .: rädda	afraid
adj_raett	adj	<span class="en">rätt</span> / <span class="ett">rätt</span> .: rätta	right (correct) (adj)
adj_rak	adj	<span class="en">rak</span> / <span class="ett">rakt</span> .: raka	straight (adj)
adj_randig	adj	<span class="en">randig</span> / <span class="ett">randigt</span> .: randiga	striped
adj_relativ	adj	<span class="en">relativ</span> / <span class="ett">relativt</span> .: relativa	relative (adj)
adj_roed	adj	<span class="en">röd</span> / <span class="ett">rött</span> .: röda	red
adj_rolig	adj	<span class="en">rolig</span> / <span class="ett">roligt</span> .: roliga	fun
adj_romantisk	adj	<span class="en">romantisk</span> / <span class="ett">romantiskt</span> .: romantiska	romantic
adj_rosa	adj	<span class="en">rosa</span> / <span class="ett">rosa</span> .: rosa	pink
adj_rund	adj	<span class="en">rund</span> / <span class="ett">runt</span> .: runda	round
adj_rutig	adj	<span class="en">rutig</span> / <span class="ett">rutigt</span> .: rutiga	checkered
adj_salt	adj	<span class="en">salt</span> / <span class="ett">salt</span> .: salta	salty
adj_samma	adj	samma	same (adj)
adj_samtidig	adj	<span class="en">samtidig</span> / <span class="ett">samtidigt</span> .: samtidiga	at the same time
adj_sen	adj	<span class="en">sen</span> / <span class="ett">sent</span> .: sena	late (adj)
adj_separat	adj	<span class="en">separat</span> / <span class="ett">separat</span> .: separata	separate
adj_separerad	adj	<span class="en">separerad</span> / <span class="ett">separerat</span> .: separerade	separated
adj_singel	adj	singel	single (adj)
adj_sista	adj	sista	last (adj)
adj_sjaelv	adj	<span class="en">själv</span> / <span class="ett">självt</span> .: själva	self / myself / yourself
adj_skaer	adj	<span class="en">skär</span> / <span class="ett">skärt</span> .: skära	pink
adj_skandinavisk	adj	<span class="en">skandinavisk</span> / <span class="ett">skandinaviskt</span> .: skandinaviska	Scandinavian
adj_skild	adj	<span class="en">skild</span> / <span class="ett">skilt</span> .: skilda	divorced
adj_skoen	adj	<span class="en">skön</span> / <span class="ett">skönt</span> .: sköna	pleasant / comfortable
adj_smal	adj	<span class="en">smal</span> / <span class="ett">smalt</span> .: smala	thin / narrow
adj_snabb	adj	<span class="en">snabb</span> / <span class="ett">snabbt</span> .: snabba	quick
adj_snygg	adj	<span class="en">snygg</span> / <span class="ett">snyggt</span> .: snygga	nice / attractive
adj_soedra	adj	södra	southern (part)
adj_solig	adj	<span class="en">solig</span> / <span class="ett">soligt</span> .: soliga	sunny
adj_sorglig	adj	<span class="en">sorglig</span> / <span class="ett">sorgligt</span> .: sorgliga	sad
adj_spaennande	adj	spännande	exciting
adj_speciell	adj	<span class="en">speciell</span> / <span class="ett">speciellt</span> .: speciella	special (adj)
adj_specifik	adj	<span class="en">specifik</span> / <span class="ett">specifikt</span> .: specifika	specific
adj_spontan	adj	<span class="en">spontan</span> / <span class="ett">spontant</span> .: spontana	spontaneous
adj_sportig	adj	<span class="en">sportig</span> / <span class="ett">sportigt</span> .: sportiga	athletic
adj_stackars	adj	stackars	poor (unfortunate)
adj_staengd	adj	<span class="en">stängd</span> / <span class="ett">stängt</span> .: stängda	closed
adj_stor	adj	<span class="en">stor</span> / <span class="ett">stort</span> .: stora	big
adj_suddig	adj	<span class="en">suddig</span> / <span class="ett">suddigt</span> .: suddiga	blurry
adj_superekologisk	adj	<span class="en">superekologisk</span> / <span class="ett">superekologiskt</span> .: superekologiska	ultra-organic
adj_superfin	adj	<span class="en">superfin</span> / <span class="ett">superfint</span> .: superfina	super nice / very beautiful
adj_supernervoes	adj	<span class="en">supernervös</span> / <span class="ett">supernervöst</span> .: supernervösa	super nervous
adj_svaar	adj	<span class="en">svår</span> / <span class="ett">svårt</span> .: svåra	difficult
adj_svart	adj	<span class="en">svart</span> / <span class="ett">svart</span> .: svarta	black
adj_sydamerikansk	adj	<span class="en">sydamerikansk</span> / <span class="ett">sydamerikanskt</span> .: sydamerikanska	South American
adj_sydlig	adj	<span class="en">sydlig</span> / <span class="ett">sydligt</span> .: sydliga	southerly
adj_taetbefolkad	adj	<span class="en">tätbefolkad</span> / <span class="ett">tätbefolkat</span> .: tätbefolkade	densely populated
adj_tidig	adj	<span class="en">tidig</span> / <span class="ett">tidigt</span> .: tidiga	early (adj)
adj_tjock	adj	<span class="en">tjock</span> / <span class="ett">tjockt</span> .: tjocka	fat / thick
adj_toentig	adj	<span class="en">töntig</span> / <span class="ett">töntigt</span> .: töntiga	dorky; uncool
adj_torr	adj	<span class="en">torr</span> / <span class="ett">torrt</span> .: torra	dry
adj_total	adj	<span class="en">total</span> / <span class="ett">totalt</span> .: totala	total
adj_traakig	adj	<span class="en">tråkig</span> / <span class="ett">tråkigt</span> .: tråkiga	boring
adj_trasig	adj	<span class="en">trasig</span> / <span class="ett">trasigt</span> .: trasiga	broken
adj_trist	adj	<span class="en">trist</span> / <span class="ett">trist</span> .: trista	boring; dull
adj_troett	adj	<span class="en">trött</span> / <span class="ett">trött</span> .: trötta	tired
adj_tuff	adj	<span class="en">tuff</span> / <span class="ett">tufft</span> .: tuffa	tough
adj_tyst	adj	<span class="en">tyst</span> / <span class="ett">tyst</span> .: tysta	silent
adj_underbar	adj	<span class="en">underbar</span> / <span class="ett">underbart</span> .: underbara	wonderful
adj_ung	adj	<span class="en">ung</span> / <span class="ett">ungt</span> .: unga	young (adj)
adj_ungefaerlig	adj	<span class="en">ungefärlig</span> / <span class="ett">ungefärligt</span> .: ungefärliga	approximate
adj_upptagen	adj	<span class="en">upptagen</span> / <span class="ett">upptaget</span> .: upptagna	busy
adj_vacker	adj	<span class="en">vacker</span> / <span class="ett">vackert</span> .: vackra	beautiful
adj_vaeldig	adj	<span class="en">väldig</span> / <span class="ett">väldigt</span> .: väldiga	vast / immense
adj_vaelkommen	adj	<span class="en">välkommen</span> / <span class="ett">välkommet</span> .: välkomna	welcome
adj_vaenstra	adj	vänstra	left (adj)
adj_vaestlig	adj	<span class="en">västlig</span> / <span class="ett">västligt</span> .: västliga	westerly
adj_vaestra	adj	västra	western (part)
adj_vaken	adj	<span class="en">vaken</span> / <span class="ett">vaket</span> .: vakna	awake
adj_vanlig	adj	<span class="en">vanlig</span> / <span class="ett">vanligt</span> .: vanliga	usual, ordinary
adj_varannan	adj	<span class="en">varannan</span> / <span class="ett">varannat</span> .: varannan	every other
adj_varm	adj	<span class="en">varm</span> / <span class="ett">varmt</span> .: varma	warm
adj_vegansk	adj	<span class="en">vegansk</span> / <span class="ett">veganskt</span> .: veganska	vegan
adj_verklig	adj	<span class="en">verklig</span> / <span class="ett">verkligt</span> .: verkliga	real (adj)
adj_viktig	adj	<span class="en">viktig</span> / <span class="ett">viktigt</span> .: viktiga	important
adj_viss	adj	<span class="en">viss</span> / <span class="ett">visst</span> .: vissa	certain / specific
adj_vit	adj	<span class="en">vit</span> / <span class="ett">vitt</span> .: vita	white
adj_vuxen	adj	<span class="en">vuxen</span> / <span class="ett">vuxet</span> .: vuxna	adult
adj_yttre	adj	yttre	outer (adj)
adv_absolut	adv	absolut	absolutely
adv_aendaa	adv	ändå	still / anyway (adv)
adv_aldrig	adv	aldrig	never
adv_alltid	adv	alltid	always
adv_bak	adv	bak	to the back (dir)
adv_bakaat	adv	bakåt	backward (dir)
adv_bakifraan	adv	bakifrån	from the back (dir)
adv_bakom	adv	bakom	back (pos)
adv_bort	adv	bort	away (dir)
adv_borta	adv	borta	away (pos)
adv_bortaat	adv	bortåt	toward away (dir)
adv_bortifraan	adv	bortifrån	from away (dir)
adv_daer	adv	där	there (pos)
adv_daerifraan	adv	därifrån	from there (dir)
adv_dit	adv	dit	to there (dir)
adv_ditaat	adv	ditåt	toward there (dir)
adv_efteraat	adv	efteråt	afterwards (adv)
adv_foerr	adv	förr	in the past (adv)
adv_foerst	adv	först	first (adv)
adv_fortfarande	adv	fortfarande	still (ongoing) (adv)
adv_fram	adv	fram	to the front (dir)
adv_framaat	adv	framåt	frontward (dir)
adv_framifraan	adv	framifrån	from the front (dir)
adv_framme	adv	framme	front (pos)
adv_haer	adv	här	here (pos)
adv_haerifraan	adv	härifrån	from here (dir)
adv_hem	adv	hem	to home (dir)
adv_hemifraan	adv	hemifrån	from home (dir)
adv_hemma	adv	hemma	at home (pos)
adv_hit	adv	hit	to here (dir)
adv_hitaat	adv	hitåt	toward here (dir)
adv_hoeger	adv	höger	right (dir)
adv_i_norr	adv	i norr	up north (pos)
adv_i_oester	adv	i öster	out east (pos)
adv_i_soeder	adv	i söder	up south (pos)
adv_i_vaester	adv	i väster	out west (pos)
adv_in	adv	in	in (dir)
adv_inaat	adv	inåt	inward (dir)
adv_inifraan	adv	inifrån	from inside (dir)
adv_inne	adv	inne	inside (pos)
adv_kvar	adv	kvar	left / remaining (adv)
adv_mot_norr	adv	mot norr	north (dir)
adv_mot_oester	adv	mot öster	east (dir)
adv_mot_soeder	adv	mot söder	south (dir)
adv_mot_vaester	adv	mot väster	west (dir)
adv_ner	adv	ner	down (dir)
adv_neraat	adv	neråt	downward (dir)
adv_nere	adv	nere	down below (pos)
adv_nerifraan	adv	nerifrån	from below (dir)
adv_norrifraan	adv	norrifrån	from the north (dir)
adv_norrut	adv	norrut	northward (dir)
adv_oesterifraan	adv	österifrån	from the east (dir)
adv_oesterut	adv	österut	eastward (dir)
adv_soederifraan	adv	söderifrån	from the south (dir)
adv_soederut	adv	söderut	southward (dir)
adv_upp	adv	upp	up (dir)
adv_uppaat	adv	uppåt	upward (dir)
adv_uppe	adv	uppe	up above (pos)
adv_uppifraan	adv	uppifrån	from above (dir)
adv_ut	adv	ut	out (dir)
adv_utaat	adv	utåt	outward (dir)
adv_ute	adv	ute	outside (pos)
adv_utifraan	adv	utifrån	from outside (dir)
adv_vaenster	adv	vänster	left (dir)
adv_vaesterifraan	adv	västerifrån	from the west (dir)
adv_vaesterut	adv	västerut	westward (dir)
conj_innan	conj	innan	before (conj)
n_17_aaring	count n	<span class="en">en 17-åring [17-åringen] .: 17-åringar [17-åringarna]</span>	a 17-year-old
n_90_saeng	count n	<span class="en">en 90-säng [sängen] .: sängar [sängarna]</span>	a single bed
n_aar	count n	<span class="ett">ett år [året] .: år [åren]</span>	a year
n_actionfilm	count n	<span class="en">en actionfilm [actionfilmen] .: actionfilmer [actionfilmerna]</span>	an action movie
n_adverb	count n	<span class="ett">ett adverb [adverbet] .: adverb [adverben]</span>	an adverb
n_advokat	count n	<span class="en">en advokat [advokaten] .: advokater [advokaterna]</span>	a lawyer
n_aegg	count n	<span class="ett">ett ägg [ägget] .: ägg [äggen]</span>	an egg
n_aelg	count n	<span class="en">en älg [älgen] .: älgar [älgarna]</span>	a moose
n_aelgburgare	count n	<span class="en">en älgburgare [älgburgaren] .: älgburgare [älgburgarna]</span>	a moose burger
n_aelskling	count n	<span class="en">en älskling [älsklingen] .: älsklingar [älsklingarna]</span>	a darling
n_aelv	count n	<span class="en">en älv [älven] .: älvar [älvarna]</span>	a river
n_aepple	count n	<span class="ett">ett äpple [äpplet] .: äpplen [äpplena]</span>	an apple
n_aert	count n	<span class="en">en ärt [ärtan] .: ärtor [ärtorna]</span>	a pea
n_aerta	count n	<span class="en">en ärta [ärtan] .: ärtor [ärtorna]</span>	a pea
n_affaer	count n	<span class="en">en affär [affären] .: affärer [affärerna]</span>	a business
n_aktivitet	count n	<span class="en">en aktivitet [aktiviteten] .: aktiviteter [aktiviteterna]</span>	an activity
n_alfabet	count n	<span class="ett">ett alfabet [alfabetet] .: alfabet [alfabeten]</span>	an alphabet
n_alternativ	count n	<span class="ett">ett alternativ [alternativet] .: alternativ [alternativen]</span>	an option
n_annons	count n	<span class="en">en annons [annonsen] .: annonser [annonserna]</span>	an advertisement
n_anslutningsbuss	count n	<span class="en">en anslutningsbuss [anslutningsbussen] .: anslutningsbussar [anslutningsbussarna]</span>	a connecting bus
n_anteckningsbloc	count n	<span class="ett">ett anteckningsblock [anteckningsblocket] .: anteckningsblock [anteckningsblocken]</span>	a notebook
n_apelsin	count n	<span class="en">en apelsin [apelsinen] .: apelsiner [apelsinerna]</span>	an orange
n_app	count n	<span class="en">en app [appen] .: appar [apparna]</span>	an app
n_applaad	count n	<span class="en">en applåd [applåden] .: applåder [applåderna]</span>	an applause
n_april	n	april	April
n_arbete	count n	<span class="ett">ett arbete [arbetet] .: arbeten [arbetena]</span>	a work
n_arbetskraft	mass n	<span class="en">arbetskraft [arbetskraften]</span>	manpower
n_arkitekt	count n	<span class="en">en arkitekt [arkitekten] .: arkitekter [arkitekterna]</span>	an architect
n_arkitektur	count n	<span class="en">en arkitektur [arkitekturen] .: arkitekturer [arkitekturerna]</span>	an architecture
n_arlanda	mass n	Arlanda	Arlanda International Airport
n_arm	count n	<span class="en">en arm [armen] .: armar [armarna]</span>	an arm
n_artikel	count n	<span class="en">en artikel [artikeln] .: artiklar [artiklarna]</span>	an article
n_artist	count n	<span class="en">en artist [artisten] .: artister [artisterna]</span>	an artist
n_asfalt	mass n	<span class="en">asfalt [asfalten]</span>	asphalt
n_ask	count n	<span class="en">en ask [asken] .: askar [askarna]</span>	a box
n_astma	mass n	<span class="en">astma [astman]</span>	asthma
n_asyl	count n	<span class="en">en asyl [asylen] .: asyler [asylerna]</span>	an asylum
n_att_goera_lista	count n	<span class="en">en att-göra-lista [att-göra-listan] .: att-göra-listor [att-göra-listorna]</span>	a to-do list
n_aubergine	count n	<span class="en">en aubergine [auberginen] .: auberginer [auberginerna]</span>	an eggplant (noun)
n_augusti	n	augusti	August
n_auktion	count n	<span class="en">en auktion [auktionen] .: auktioner [auktionerna]</span>	an auction
n_australien	mass n	Australien	Australia
n_avdelning	count n	<span class="en">en avdelning [avdelningen] .: avdelningar [avdelningarna]</span>	a department
n_avenyn	mass n	Avenyn	Avenyn, a street in Gothenburg
n_avsnitt	count n	<span class="ett">ett avsnitt [avsnittet] .: avsnitt [avsnitten]</span>	an episode
n_baat	count n	<span class="en">en båt [båten] .: båtar [båtarna]</span>	a boat
